Creditability,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Sex...Marital.Status,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker
1,2,15,4,0,2053,1,3,4,2,1,2,3,35,3,2,1,3,1,1,1
1,2,24,2,3,1478,1,1,1,4,1,2,2,22,3,2,1,2,2,1,1
1,4,7,2,3,2675,1,1,1,3,1,2,1,45,3,1,2,3,1,2,2
0,4,36,0,2,4248,1,4,3,3,1,3,1,21,3,2,2,3,1,2,1
0,3,9,2,0,2751,1,2,3,2,1,2,1,32,3,2,2,3,2,1,1
1,4,36,4,9,1726,1,5,4,2,1,4,1,32,3,2,1,3,1,2,1
1,3,12,2,3,3812,2,3,2,2,1,2,2,26,3,2,1,2,1,1,1
1,2,12,2,0,1074,2,3,4,2,3,2,1,35,3,2,1,2,2,2,1
1,1,48,2,2,7836,5,3,2,3,1,2,3,32,3,2,1,2,1,2,1
1,4,12,2,0,5845,1,3,2,2,1,2,1,22,3,1,2,3,1,1,1
1,4,24,2,2,2602,2,5,2,3,1,4,2,46,3,2,2,3,2,2,1
1,1,39,2,6,2100,1,2,4,2,1,3,4,37,3,3,2,4,1,2,1
0,2,30,4,3,6991,1,2,4,1,1,3,4,49,3,2,2,4,1,2,1
0,2,24,2,9,1766,2,3,4,3,1,4,2,36,1,2,2,3,1,1,1
1,1,12,2,6,2302,1,3,4,3,2,2,1,22,3,1,3,2,1,1,1
1,2,27,4,0,4435,4,5,4,2,1,4,3,36,3,2,1,4,1,1,1
1,1,9,2,0,1237,1,2,2,3,1,2,3,24,3,2,1,2,1,1,1
1,1,12,2,3,1379,1,1,4,2,3,4,3,35,3,2,1,3,1,1,1
0,1,21,0,6,2071,3,2,3,2,1,1,3,39,3,2,1,3,1,2,1
1,4,24,2,2,4528,3,3,4,4,3,3,1,28,3,1,1,3,1,1,1
1,4,9,4,10,750,3,5,4,3,1,4,2,46,3,2,4,4,1,2,1
1,2,6,2,1,1275,1,2,1,3,1,2,1,32,1,2,1,2,1,2,1
1,2,12,2,9,2238,1,5,3,3,1,1,2,49,3,2,1,4,1,1,1
1,2,12,4,2,2201,1,3,2,2,1,4,3,32,3,2,2,3,1,1,1
1,2,12,2,3,4697,1,2,1,3,3,4,1,56,1,2,3,3,2,2,1
1,2,30,0,6,6305,1,5,2,3,1,4,3,30,3,2,1,3,1,2,1
0,1,18,2,0,3977,3,2,1,3,1,3,3,23,1,2,1,2,1,1,1
1,2,6,3,9,338,1,2,3,3,1,2,1,27,3,1,1,1,1,1,1
0,4,12,4,9,2097,1,5,3,2,1,2,4,23,3,2,2,3,2,2,1
1,2,36,4,3,6288,1,3,2,3,3,2,1,36,3,2,2,2,1,1,1
1,1,6,2,1,272,1,2,4,3,1,4,1,36,3,1,2,3,1,1,1
1,4,18,4,2,1425,1,5,4,2,1,4,3,52,3,3,1,2,1,1,1
1,2,36,4,3,3757,1,5,4,2,1,1,2,40,3,2,1,2,1,1,1
0,4,18,2,0,9057,1,3,1,2,1,2,4,42,3,2,1,3,1,2,1
1,4,36,4,3,7756,2,2,2,3,1,2,2,25,3,2,1,3,1,1,1
1,2,10,2,1,1925,1,3,4,3,3,4,4,48,1,2,1,3,2,2,1
1,4,15,4,2,4118,1,5,4,2,1,1,2,32,3,2,2,3,1,1,1
1,4,24,4,3,4307,1,5,4,3,1,4,4,45,2,2,2,2,1,2,1
1,4,42,2,1,14706,1,5,1,3,1,1,3,30,3,1,1,3,1,2,1
0,2,48,2,9,8126,5,4,3,2,1,4,3,49,3,2,1,4,1,2,1
1,1,18,4,9,1111,4,2,4,2,1,2,2,30,3,1,2,1,1,1,1
1,4,12,2,1,1216,5,5,4,3,1,3,3,38,3,2,1,2,1,2,1
1,1,24,2,0,7460,1,4,2,2,1,1,2,24,3,1,1,3,1,2,1
1,1,10,2,2,1216,1,3,1,3,1,1,1,28,3,1,1,3,1,1,1
1,1,48,4,0,4459,3,5,4,3,1,4,2,52,1,2,3,3,1,2,1
0,3,12,2,2,6221,1,4,1,3,1,4,3,28,3,2,2,3,1,2,1
0,2,27,4,2,3552,1,2,3,3,1,1,2,40,3,2,1,3,1,2,1
0,1,36,2,5,5151,1,3,2,2,1,3,4,22,3,2,1,3,1,2,1
1,1,14,3,2,4667,5,1,2,2,1,2,3,27,2,2,2,2,1,1,1
1,2,18,2,3,1553,5,2,4,3,1,3,3,36,3,1,1,3,1,2,1
1,1,12,0,0,1138,1,4,2,3,1,2,4,30,3,2,2,2,1,1,1
1,4,18,4,2,1962,5,5,3,2,1,4,1,48,3,2,3,3,2,2,1
0,3,18,2,1,3623,1,4,4,2,1,4,3,33,3,2,1,4,1,2,1
0,1,36,2,3,2315,1,2,4,2,1,1,4,23,1,2,1,3,1,1,1
0,3,15,2,0,1536,1,3,2,4,1,1,2,26,3,2,1,3,2,2,1
0,4,9,2,3,1290,4,2,2,1,1,2,1,34,3,2,2,3,1,1,1
0,2,18,4,2,1344,1,5,4,3,1,3,3,29,1,2,2,4,1,2,1
1,4,35,2,1,1744,3,5,3,3,1,3,2,33,3,2,1,3,1,1,1
0,1,10,2,5,1131,1,3,4,3,1,4,3,56,3,2,1,2,1,2,1
0,1,48,4,1,12196,3,1,2,2,1,2,3,34,3,2,2,3,1,1,1
1,3,6,4,2,572,1,2,4,3,1,2,1,35,3,1,1,3,1,1,1
1,4,48,2,0,2134,4,4,4,2,1,1,3,49,3,2,1,4,2,1,1
1,3,18,4,1,2899,1,1,2,3,1,3,2,20,3,2,2,3,1,1,1
1,3,27,2,4,1558,1,3,4,4,1,2,3,34,1,3,1,3,1,1,1
1,4,24,2,3,2481,1,3,4,3,1,4,2,25,3,2,1,3,1,1,1
1,2,24,2,9,1216,1,3,3,2,1,2,2,31,1,2,1,2,1,1,1
1,2,18,2,1,2304,1,3,4,2,1,4,3,35,3,2,2,3,1,1,1
0,4,18,2,2,7171,1,5,1,2,1,2,3,50,3,2,2,4,1,2,1
1,4,12,3,2,3075,4,4,4,2,1,4,1,25,3,1,2,3,1,1,1
0,4,24,2,6,3604,1,3,3,3,1,4,4,21,3,1,2,3,1,2,1
1,1,6,2,2,1241,5,3,1,2,1,4,1,23,3,2,2,2,1,1,1
1,4,24,2,3,1553,1,3,4,4,1,4,1,27,1,2,1,3,1,1,1
0,2,6,4,0,762,1,3,4,2,1,4,3,38,3,2,2,2,1,1,1
0,4,18,2,9,1191,1,5,4,4,1,4,3,51,1,2,1,2,1,1,1
1,2,15,2,3,1211,5,4,4,4,1,4,4,50,3,2,1,4,1,1,1
0,1,4,0,0,342,1,2,4,2,2,2,2,30,1,2,1,3,1,1,1
0,1,18,2,3,3230,1,2,3,3,1,3,2,31,3,2,1,3,2,2,1
1,4,24,2,5,1424,1,5,4,3,1,4,2,42,3,2,1,3,1,1,1
1,4,12,3,0,699,2,3,4,2,1,4,1,34,3,2,1,2,2,1,1
0,1,4,3,1,328,1,3,4,2,1,3,2,55,3,2,2,2,1,1,1
1,4,18,2,2,2861,1,3,2,4,1,1,3,59,2,2,1,3,1,2,1
1,4,24,4,0,7427,1,2,4,3,1,1,2,35,3,2,2,4,1,1,1
1,1,27,2,2,2762,1,3,2,2,1,4,3,20,3,1,1,3,1,1,1
1,4,12,2,3,3349,1,3,2,3,1,2,2,26,1,1,3,2,2,1,1
0,2,48,3,3,10552,5,5,4,3,3,3,3,42,3,2,2,4,2,2,1
1,2,18,2,0,1908,1,4,3,2,2,4,1,33,3,2,1,2,1,1,1
1,4,24,2,0,1374,1,5,2,2,1,1,3,35,3,2,1,4,1,1,1
1,2,21,2,3,3344,1,5,4,3,1,4,4,55,3,2,1,3,1,2,1
1,4,12,1,3,1282,5,1,3,3,1,4,1,29,3,2,1,3,2,2,1
1,1,20,2,3,1210,1,3,4,3,1,1,3,29,3,2,2,3,1,1,1
1,4,24,1,3,1581,1,3,4,3,1,1,3,23,3,2,1,3,1,1,1
1,2,48,2,1,2992,2,5,4,4,3,3,1,24,3,1,2,3,1,1,1
0,1,48,2,2,3833,1,1,4,3,1,1,4,23,3,3,2,3,1,1,1
1,2,10,3,2,1270,3,2,4,2,1,2,1,33,3,2,1,1,1,1,1
1,1,15,3,2,2521,1,4,3,3,1,2,3,53,3,2,1,4,1,1,1
1,1,6,4,0,408,1,5,4,2,1,3,1,60,3,2,2,3,2,2,1
0,4,36,2,3,2171,1,5,2,3,1,4,3,64,3,3,2,3,1,2,1
0,2,18,2,1,2196,1,4,4,3,1,1,4,31,3,3,2,3,1,2,1
1,4,18,3,0,2063,1,2,3,3,1,2,2,34,2,1,2,3,1,1,1
0,1,12,4,6,2405,1,4,1,2,1,3,4,45,3,2,2,2,1,2,1
0,4,24,2,2,1520,5,4,4,1,1,1,3,26,3,2,2,3,1,1,2
1,1,12,4,6,2290,1,2,2,3,2,2,1,51,3,2,1,3,1,1,1
1,4,6,4,3,1819,1,5,1,3,1,4,2,41,3,2,2,3,1,1,1
1,2,9,2,2,2218,3,5,1,3,1,2,1,60,1,2,1,3,1,1,1
1,3,9,2,0,1372,5,4,2,3,1,4,3,47,3,2,1,3,1,1,1
1,2,48,2,3,12188,1,4,2,4,1,4,4,28,3,3,1,3,2,1,1
1,4,9,2,9,2171,1,2,2,3,1,3,3,35,3,2,2,3,1,2,1
0,1,48,1,0,6759,1,4,4,3,1,4,4,26,3,2,1,3,1,2,1
1,2,39,2,1,2278,3,5,4,3,1,3,3,45,3,3,2,2,1,2,1
0,4,24,2,2,4526,4,5,2,2,1,1,2,28,3,2,1,3,1,2,1
1,4,30,4,2,3246,1,5,4,2,1,1,2,24,1,2,1,4,1,2,1
1,4,10,2,3,6225,1,2,1,2,1,4,2,26,1,2,1,3,1,1,1
1,3,9,4,0,1330,3,5,2,3,1,4,2,46,3,2,1,2,1,1,1
1,1,8,3,3,370,1,3,4,3,1,3,1,31,3,2,2,2,1,1,1
1,4,6,4,2,627,5,4,4,3,1,1,1,32,3,1,1,2,1,1,1
1,4,24,2,2,1258,3,5,4,2,1,4,3,65,2,2,1,3,1,1,1
0,1,15,4,2,2675,1,2,1,3,1,2,2,28,3,2,4,3,1,2,1
0,1,10,2,3,1047,1,5,4,3,2,3,1,45,3,2,2,3,1,1,1
1,1,24,2,2,930,1,2,4,3,3,1,1,29,3,1,1,4,1,2,1
0,3,12,4,0,1374,3,5,2,2,1,2,1,26,3,1,1,3,1,2,1
0,1,12,2,0,1563,1,3,4,3,1,3,1,33,3,2,1,3,1,2,1
1,4,6,4,1,1346,5,4,1,3,1,3,1,54,3,2,2,3,1,1,2
1,4,21,2,2,2181,5,5,4,3,2,4,1,44,3,2,1,3,1,2,1
0,1,18,2,3,3148,2,3,2,3,3,1,2,22,3,1,1,2,1,1,1
0,1,6,2,3,936,4,5,4,3,1,4,3,41,3,2,2,3,2,1,1
1,1,12,2,0,5375,3,3,1,3,1,3,4,59,3,2,1,4,1,1,1
0,1,36,2,3,5801,1,3,2,4,1,2,3,24,3,3,1,3,1,2,1
1,4,24,2,0,1409,5,4,4,3,3,4,3,36,3,2,1,3,1,1,1
1,2,9,3,3,1591,1,5,3,3,1,2,1,26,3,2,1,3,1,1,1
0,1,24,2,1,9550,1,4,4,3,3,4,4,65,3,2,1,4,1,2,1
1,2,36,4,2,3907,3,2,4,3,1,4,4,42,3,2,4,3,1,1,1
1,1,36,2,0,3707,1,2,4,3,1,2,4,28,3,2,1,3,1,1,1
1,4,13,2,2,2965,3,3,4,3,1,2,2,38,3,1,1,3,1,2,1
1,2,9,4,0,736,1,5,4,2,1,3,1,41,3,2,2,3,1,2,1
1,4,48,2,3,2100,5,5,2,2,1,4,1,44,3,3,1,3,1,2,1
0,1,47,2,6,4510,1,5,1,3,1,4,4,23,2,2,1,3,1,2,1
1,3,12,3,0,2761,2,1,4,3,1,1,1,24,3,2,1,2,1,1,1
1,3,30,4,3,9866,4,5,2,3,1,3,3,65,3,2,2,3,2,2,1
1,4,4,4,3,518,1,3,2,3,1,4,1,24,3,1,1,3,1,1,1
1,4,8,2,3,609,5,3,4,3,1,3,2,28,3,2,2,2,2,2,1
1,2,12,2,2,1274,1,3,2,2,1,4,1,36,2,2,1,3,1,1,1
1,4,48,4,0,5150,5,5,4,3,1,4,3,58,1,2,2,3,1,2,1
1,4,12,2,9,2678,1,3,1,3,1,4,2,40,3,2,1,2,1,1,1
1,4,15,4,2,3621,5,5,4,3,1,4,4,45,3,3,2,3,1,2,1
1,4,10,2,2,1655,1,1,2,3,1,2,3,26,3,2,1,3,1,2,1
1,2,9,4,3,695,1,2,4,3,1,2,1,28,3,1,1,3,1,2,1
0,1,48,0,9,3573,1,2,4,2,1,1,1,25,2,2,1,3,1,1,1
1,4,30,4,3,1979,1,3,4,2,1,3,2,46,3,2,2,3,1,2,1
1,4,12,4,2,620,1,5,4,3,1,2,3,44,3,2,1,3,2,2,1
1,4,12,4,3,1237,5,4,4,3,1,3,2,36,3,2,2,3,1,2,1
1,4,11,4,3,1503,1,4,4,3,1,2,2,23,3,2,2,3,1,1,1
1,2,15,2,9,1198,1,3,3,2,1,4,2,25,3,2,2,2,1,1,1
1,1,12,4,2,2745,1,4,3,1,1,4,1,44,3,2,1,3,1,1,1
1,2,30,2,0,5184,5,5,3,4,1,2,2,31,1,2,1,3,1,2,1
0,2,18,2,0,7518,1,1,2,3,3,2,4,23,3,2,1,3,2,1,1
0,2,18,2,3,3387,1,3,4,3,1,4,2,63,3,3,1,3,1,2,1
0,3,48,2,3,3838,2,2,4,3,1,3,3,27,3,2,1,3,1,1,1
1,1,21,4,0,6607,5,5,4,3,1,4,2,53,2,2,2,3,1,2,1
1,1,24,2,1,7418,1,2,4,3,1,4,3,38,3,2,1,4,1,2,1
0,1,24,2,2,1343,1,3,4,3,1,4,2,27,3,2,2,3,1,2,1
1,2,10,4,1,406,3,3,3,4,1,4,2,35,3,2,1,2,1,2,1
1,2,24,2,3,2356,1,4,4,2,1,4,2,22,3,2,3,3,1,1,1
1,4,6,4,0,805,4,4,4,3,1,2,1,34,3,2,2,2,1,2,1
0,1,24,4,3,2992,1,2,4,3,1,1,4,26,1,2,1,3,1,1,1
1,2,6,2,9,965,1,3,4,3,1,1,2,35,3,2,1,3,1,1,1
0,2,6,4,0,1097,1,4,3,3,3,3,2,38,3,2,1,3,1,1,1
1,4,36,4,0,12791,5,4,4,2,1,2,3,39,3,2,2,3,1,2,1
1,4,24,2,2,1859,2,2,3,3,1,1,1,25,3,2,2,2,1,1,1
1,3,6,0,3,338,5,3,4,3,1,3,1,28,3,1,1,2,1,1,1
1,4,4,3,0,765,4,5,4,3,1,4,3,40,3,2,1,4,1,2,1
0,2,10,2,1,2019,1,3,2,3,1,2,1,32,3,2,2,1,1,1,1
0,1,36,2,0,4116,1,2,4,3,1,4,4,38,3,3,2,3,1,1,1
1,1,9,0,3,391,1,3,4,3,1,2,1,30,3,1,1,3,1,1,1
1,4,10,0,0,1220,5,3,1,2,1,3,2,24,3,1,1,3,1,2,1
1,1,12,4,0,1752,3,4,4,3,1,4,3,36,3,2,1,3,1,2,1
1,4,24,2,2,7126,1,3,2,4,1,2,4,33,2,2,1,3,1,1,2
0,1,24,2,0,2116,1,3,3,3,1,2,2,26,3,2,1,3,2,2,1
0,4,30,2,2,1656,1,5,3,2,1,4,3,43,3,2,1,3,1,1,1
1,1,8,4,0,1797,1,1,1,2,1,1,2,39,3,2,2,3,1,1,2
0,1,12,2,0,5316,1,1,1,2,1,1,1,40,3,2,1,3,1,1,1
1,3,48,4,3,14544,1,4,4,3,1,4,4,42,3,2,2,4,2,2,1
1,2,12,2,1,6240,5,1,1,3,1,4,3,43,3,2,1,3,1,1,1
1,2,36,2,3,3843,1,3,4,2,1,4,2,39,3,2,1,3,1,2,1
1,4,30,3,1,7322,4,2,1,2,1,2,1,22,3,1,1,2,1,1,1
1,4,48,4,9,7408,5,5,2,2,1,4,3,27,3,2,2,3,1,1,1
0,2,48,2,9,3188,1,2,3,3,1,2,1,32,3,2,1,3,1,1,1
1,2,24,2,3,9003,2,4,2,2,1,4,3,35,3,2,1,3,1,2,1
1,1,18,3,3,506,1,2,4,3,1,4,2,40,3,2,1,2,1,1,1
1,2,24,2,9,1520,2,3,3,3,1,2,1,28,3,1,1,3,1,1,1
0,2,42,2,9,11379,1,3,3,3,1,2,4,28,3,2,2,4,1,2,1
1,1,6,4,3,1244,1,5,2,3,3,2,1,20,3,1,3,2,1,1,1
1,4,36,4,0,6313,5,5,3,2,1,4,3,33,3,2,2,4,1,2,1
1,4,36,2,2,6844,4,5,4,2,1,4,4,67,3,3,2,3,1,2,1
1,2,6,2,1,355,2,3,4,2,1,4,1,22,3,1,1,1,1,1,1
0,4,24,1,3,2764,1,4,4,3,1,1,3,23,3,2,1,3,1,2,1
1,2,12,2,0,1472,1,2,2,2,1,3,4,35,3,2,1,3,1,2,1
0,4,18,2,1,2991,4,5,4,3,1,2,2,36,3,1,1,3,1,1,1
0,1,60,2,9,6743,2,5,4,1,1,4,4,60,1,2,1,3,1,2,1
1,2,24,2,2,9531,5,3,4,4,1,1,4,32,3,2,1,3,1,1,1
1,2,15,2,1,2249,1,3,1,2,1,2,2,24,3,1,1,3,1,1,1
1,4,14,2,9,684,5,5,4,3,1,1,1,29,3,2,1,2,1,1,1
1,2,36,0,2,1264,1,5,4,4,1,4,1,31,3,1,1,2,1,1,1
0,1,24,2,0,2990,2,3,4,2,1,4,3,63,3,2,1,3,1,2,1
1,4,24,4,9,4521,1,5,3,3,1,4,3,49,1,3,1,3,1,1,2
0,2,12,2,0,1148,1,5,4,2,1,4,1,30,3,1,1,2,1,1,1
0,1,6,2,0,1190,4,5,4,3,1,2,4,39,3,2,1,2,1,1,1
1,2,18,4,0,2105,3,3,4,2,1,2,2,24,3,1,3,2,1,1,1
1,4,20,4,9,5476,1,3,4,3,1,2,1,38,3,1,1,3,1,2,1
1,1,4,2,3,1231,2,3,2,2,1,2,3,20,3,2,1,3,1,1,1
0,2,11,4,3,664,2,2,4,3,1,2,1,42,3,2,2,2,1,1,1
0,4,12,4,9,1533,5,5,1,2,1,4,1,36,2,1,2,3,1,1,2
1,2,18,2,3,1958,2,5,3,3,1,4,1,27,3,2,1,2,2,2,1
1,2,18,2,0,2212,1,2,4,3,1,2,3,27,1,2,1,2,1,1,1
0,1,36,2,3,1940,1,3,3,3,1,3,2,24,3,2,1,2,1,1,1
0,1,48,2,0,3415,1,2,4,3,1,4,3,23,3,2,1,3,1,1,1
1,1,12,3,0,2396,1,3,2,2,1,3,3,63,3,3,1,4,1,1,1
1,4,9,2,0,936,5,5,4,3,1,4,3,50,1,3,1,2,1,1,1
1,4,8,2,8,1074,4,5,4,4,1,1,1,61,3,3,1,3,2,1,1
0,2,21,4,0,1372,3,3,4,3,1,4,4,60,3,3,1,3,1,2,1
0,3,14,4,3,1796,1,4,1,3,1,4,3,27,3,1,2,2,1,2,1
1,2,15,3,9,1714,3,5,4,2,1,4,3,43,3,2,1,3,2,1,1
1,4,48,0,0,9007,5,3,4,2,1,2,3,23,3,2,1,4,1,1,1
1,1,24,2,0,5123,4,5,4,3,1,4,2,35,3,2,1,3,1,1,1
1,4,12,4,0,4154,1,3,1,2,1,1,1,27,3,1,2,3,1,1,1
1,4,24,2,9,448,1,2,2,2,1,2,2,26,3,1,1,3,1,1,1
1,2,24,4,9,1417,5,5,4,2,1,4,3,34,1,3,1,3,1,1,2
0,1,24,2,1,3959,5,3,2,2,1,4,2,20,3,1,1,2,1,1,1
1,2,18,2,6,2132,1,5,4,3,1,4,3,51,3,2,1,3,1,1,1
1,4,9,2,6,1470,1,5,4,1,1,3,1,34,3,1,1,3,1,1,1
1,4,24,2,3,2322,5,5,4,2,1,2,2,48,1,3,1,4,2,2,1
0,1,21,4,0,1919,5,3,4,2,1,2,3,52,3,2,2,3,1,2,1
1,4,48,2,9,2241,1,4,4,1,1,3,1,26,3,2,1,3,1,2,1
1,1,24,2,9,3115,1,2,4,1,1,4,4,29,3,2,1,3,1,2,1
1,1,12,4,3,1316,1,3,3,2,1,4,3,45,3,2,3,3,1,2,1
0,1,30,4,2,1154,1,3,4,3,2,3,1,28,1,2,2,2,1,1,1
1,2,48,4,3,6761,1,3,2,3,1,2,1,23,3,1,4,3,1,1,1
1,4,36,1,0,12642,5,4,1,2,1,4,3,25,3,2,1,3,1,2,1
1,1,24,2,9,3552,1,5,3,3,3,4,4,41,3,3,1,3,1,1,1
0,2,9,4,6,2604,1,4,2,1,1,2,1,35,3,1,2,2,1,2,1
1,4,21,4,0,5955,1,3,4,2,1,4,4,47,3,1,1,2,1,1,1
1,2,33,1,3,1343,1,3,4,4,1,4,1,29,3,2,1,3,1,2,1
1,4,12,4,3,653,4,5,4,3,1,4,1,49,3,2,2,4,1,2,1
1,1,18,3,3,1594,1,4,4,3,2,4,3,41,3,2,2,3,1,2,1
1,3,9,1,2,1753,1,4,1,3,1,3,3,42,2,2,1,3,1,1,1
0,4,9,4,0,2675,2,3,1,3,1,3,1,35,3,1,4,2,1,1,1
0,4,16,2,3,1285,5,3,4,3,1,2,1,31,3,2,1,2,1,1,1
0,1,18,2,1,3594,2,2,1,3,1,2,2,33,3,2,1,4,1,2,1
0,1,9,2,2,1597,1,2,1,3,1,2,3,40,3,2,1,4,1,2,1
1,4,24,2,2,6564,1,3,4,2,3,4,3,44,2,2,1,3,2,1,1
0,2,6,4,3,754,5,3,4,4,1,2,1,58,3,2,1,3,1,1,1
1,4,9,4,5,1919,3,2,4,2,1,4,4,61,3,3,2,3,1,2,1
1,4,9,4,3,1945,5,3,4,2,1,2,1,30,1,2,1,4,1,2,1
0,2,18,2,9,2002,1,4,3,3,1,4,2,22,1,2,1,2,1,1,1
1,1,24,4,0,6207,1,5,3,2,1,4,3,50,1,2,2,4,1,2,1
0,4,9,2,3,1308,1,3,3,3,1,2,3,27,3,2,1,3,1,1,1
1,3,12,2,0,1042,1,5,4,2,1,2,1,30,3,2,2,4,1,1,1
1,4,24,4,0,1935,5,4,4,3,1,4,3,35,3,3,2,3,1,2,1
0,1,30,0,9,10289,1,5,2,3,1,4,4,63,3,3,1,3,1,2,1
1,4,12,2,9,1241,1,3,4,3,1,4,1,30,3,1,1,3,1,1,1
1,3,27,1,3,2911,5,4,4,3,1,4,4,44,1,2,1,3,1,2,1
0,4,36,4,3,3071,1,5,4,3,1,1,3,30,2,2,1,4,1,1,1
1,4,12,4,2,2993,1,5,4,3,1,1,4,29,3,2,2,3,1,2,1
0,1,27,2,3,9274,5,2,4,3,1,4,4,36,3,2,2,3,1,1,1
0,2,15,2,2,3052,1,5,4,2,1,4,1,62,1,2,2,3,1,2,1
1,2,12,2,0,8563,1,3,2,3,1,2,1,25,3,2,2,3,1,1,1
0,1,36,2,3,4378,1,3,4,4,1,4,4,23,3,2,1,3,1,1,1
1,3,18,3,2,5086,1,3,2,4,1,2,1,30,3,1,2,4,1,1,2
1,2,6,2,0,1848,2,3,2,3,1,3,1,26,3,1,1,3,2,1,1
0,4,18,4,0,1902,5,5,4,3,1,4,2,28,3,2,2,3,1,1,1
1,1,36,2,0,4211,1,5,3,2,1,4,1,27,3,1,2,3,2,1,1
1,1,36,3,3,1347,2,4,4,3,1,2,2,41,1,2,1,1,1,1,1
1,1,18,4,6,3832,1,4,2,3,1,1,1,36,3,1,1,2,1,1,1
1,2,24,0,3,4157,5,1,1,3,1,1,4,30,1,3,1,3,2,1,1
0,2,18,3,0,4096,1,2,3,3,1,4,1,22,3,1,1,3,1,1,1
1,4,30,0,4,3391,1,3,3,2,1,1,2,27,2,2,1,3,2,1,1
0,2,24,4,2,3786,1,3,4,2,1,3,2,27,3,2,2,2,1,1,1
1,1,9,2,0,3530,5,5,1,2,1,4,3,65,3,2,1,3,1,2,1
1,2,12,2,0,3100,1,2,2,2,1,2,3,36,3,2,1,3,1,2,1
0,1,27,2,3,3960,5,3,4,3,1,4,4,48,3,3,1,2,1,1,1
0,1,15,2,0,1206,1,5,4,2,1,4,4,39,3,2,1,3,1,1,1
0,1,21,2,0,2284,1,3,3,3,1,1,2,24,2,2,2,3,1,1,1
0,1,36,2,9,3579,2,3,4,4,3,2,1,24,3,1,1,3,1,1,1
1,1,9,2,0,975,5,3,4,1,1,1,4,43,1,3,1,3,1,1,1
1,4,18,2,0,2146,1,5,2,3,1,4,3,42,3,2,1,2,1,2,1
1,1,6,4,2,663,1,4,4,2,1,4,3,30,3,2,1,3,2,1,1
1,4,12,4,3,3493,4,5,3,2,1,3,1,26,3,1,3,3,1,1,1
1,1,24,4,1,4260,2,2,1,2,1,4,3,41,1,2,1,2,1,2,1
1,4,12,2,3,2375,1,3,4,3,1,4,2,31,3,2,1,3,1,2,1
0,2,18,2,3,1919,2,4,3,2,1,4,3,37,2,3,1,2,1,1,1
1,4,36,4,6,3192,5,5,4,4,1,4,4,28,3,2,1,3,1,2,1
0,4,48,3,0,5288,3,5,4,3,3,1,3,46,1,2,2,3,1,1,1
1,1,11,4,0,519,1,5,4,3,1,3,1,33,3,2,1,2,1,1,1
1,1,24,2,9,3247,5,5,1,4,1,4,3,61,3,2,1,3,1,1,1
1,1,36,2,3,11789,4,4,4,2,1,4,3,46,3,2,2,4,1,1,1
1,4,12,3,6,1475,1,3,4,3,1,1,1,32,3,1,1,2,1,2,1
1,4,12,2,3,2326,2,2,1,3,1,2,2,35,1,2,1,2,1,2,1
1,4,24,4,3,3017,5,5,4,3,1,2,2,55,3,2,1,3,1,2,1
1,3,24,1,0,3349,5,2,2,3,1,4,2,39,1,2,1,3,1,1,1
1,4,12,4,3,1467,1,5,3,3,1,4,3,40,3,2,1,3,1,2,1
1,2,9,2,2,639,1,3,3,3,1,1,1,31,3,1,2,3,1,2,1
0,2,30,3,3,2670,1,5,4,2,3,4,3,74,3,3,1,3,1,2,1
0,1,36,2,9,2279,1,2,4,3,1,4,2,32,3,2,2,3,1,1,1
1,4,27,2,3,2356,5,3,3,4,1,3,3,28,3,2,1,4,1,2,1
1,2,12,3,2,2862,3,5,1,3,2,4,1,22,3,1,2,3,1,2,1
0,2,36,2,3,7525,1,5,2,3,1,3,3,35,3,2,1,3,1,2,1
1,3,24,3,1,2440,1,3,4,3,1,4,2,34,3,2,3,4,1,2,1
0,2,12,2,3,1364,1,2,4,3,1,1,1,35,3,2,1,2,1,1,1
1,4,18,4,3,7573,1,3,3,2,1,2,3,31,1,1,2,4,1,2,1
1,4,12,2,3,1282,1,3,4,4,1,4,4,28,3,3,2,3,1,1,1
1,2,36,2,2,3960,1,2,2,3,1,2,1,23,3,2,1,3,1,1,1
1,4,24,4,0,6828,1,4,2,3,1,1,2,25,3,2,2,4,2,2,1
1,4,10,2,3,1169,4,5,4,4,1,2,4,30,3,3,1,3,1,2,1
1,4,24,4,3,5497,5,4,4,2,1,2,2,42,3,2,1,3,1,1,1
1,4,4,4,0,521,1,3,3,2,1,2,1,35,3,2,2,3,1,1,1
1,4,15,2,5,3975,1,2,1,2,1,3,3,28,3,2,1,4,1,2,1
1,2,12,4,1,3383,1,4,4,2,1,4,3,54,3,2,1,3,1,2,1
1,2,6,3,1,694,4,3,3,3,1,4,1,26,3,1,1,2,1,1,1
0,4,21,2,3,2827,1,3,4,3,1,3,3,43,3,3,1,4,1,2,1
1,2,36,4,0,7755,1,4,3,3,1,4,3,27,3,3,1,4,1,1,2
1,4,24,4,3,3075,2,4,2,4,1,3,2,66,3,2,2,4,1,1,1
1,4,32,2,9,3849,4,5,4,1,1,4,3,45,3,2,1,3,1,1,1
