Creditability,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment per cent,Sex...Marital.Status,Guarantors,Duration in Current address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
1,4,18,4,1,1333,1,3,4,2,1,1,1,27,3,1,1,3,1,1,1
1,4,6,2,3,684,1,5,4,3,1,2,1,39,3,2,1,2,1,2,1
1,4,20,2,0,8382,1,5,2,1,1,4,4,39,3,2,1,4,1,2,1
1,4,24,4,2,7142,2,3,4,2,3,2,1,36,3,2,1,4,1,2,2
0,2,10,4,0,1262,4,4,4,2,1,4,4,34,3,2,2,3,1,1,1
1,4,47,2,3,2151,3,3,2,2,1,4,1,25,3,2,1,3,1,1,1
0,4,27,2,0,5316,4,5,2,4,1,2,1,44,3,2,1,3,1,2,1
1,2,24,2,0,3858,1,3,2,3,1,3,4,32,1,3,1,3,1,2,1
1,4,12,2,3,3602,1,1,3,1,1,1,4,27,1,2,2,3,1,2,1
0,4,12,4,3,1047,1,5,4,2,1,4,4,39,3,2,2,4,1,2,1
0,2,18,2,3,4366,5,2,2,3,1,3,3,74,3,3,1,3,1,2,1
1,4,24,0,2,3640,5,4,4,3,1,3,3,55,1,3,1,3,1,1,1
0,2,12,1,2,3511,3,4,4,2,1,4,3,49,1,2,2,2,1,1,1
1,3,24,2,9,6849,5,4,3,2,1,2,4,37,3,3,1,3,1,2,1
0,1,27,2,6,2740,1,2,4,4,1,3,4,37,3,3,1,3,1,1,1
1,2,9,2,2,1961,1,3,4,1,1,2,3,27,3,2,1,3,1,2,1
1,1,15,4,9,1231,1,3,4,2,1,4,3,26,1,3,1,3,1,1,1
1,4,27,2,3,1495,1,4,4,3,1,2,2,20,3,3,1,3,1,2,1
1,2,21,2,3,7903,1,3,2,3,1,1,2,37,1,2,2,3,2,2,1
1,2,24,2,3,388,2,5,4,3,1,4,4,53,3,2,1,2,1,1,2
1,4,33,1,3,4298,1,3,1,3,1,1,1,27,3,1,1,4,1,2,1
1,4,18,4,0,2322,3,2,4,3,2,2,3,23,3,2,1,3,1,1,1
1,2,18,4,3,2393,1,5,2,3,1,4,3,60,3,2,1,3,1,2,1
0,1,18,2,3,3972,1,2,1,2,1,4,4,32,3,2,2,3,1,1,1
1,4,36,4,3,2907,1,3,4,1,1,4,3,36,3,2,2,3,1,1,1
1,2,12,2,6,2631,1,1,1,3,1,4,3,35,3,2,1,3,1,1,1
1,3,15,2,3,3752,1,2,2,2,1,2,3,39,3,2,2,3,1,1,1
0,1,6,0,0,1314,1,5,2,3,1,4,4,28,3,2,1,4,1,1,1
0,4,60,2,2,9260,5,3,4,3,1,4,4,30,3,2,1,3,1,2,1
1,1,15,2,1,958,1,2,2,2,1,4,4,34,3,3,1,2,1,1,1
0,4,60,2,2,4795,5,4,4,2,1,3,4,35,3,2,2,4,2,1,1
1,4,36,3,6,11978,1,3,2,2,1,2,3,24,3,2,1,3,1,1,1
0,1,9,4,0,1279,1,2,2,3,3,4,3,29,3,2,1,3,1,1,1
1,3,15,2,3,1055,1,3,2,2,1,4,1,38,3,2,2,2,2,1,1
1,2,9,2,5,2743,1,1,2,3,1,2,1,26,3,1,1,3,1,1,2
0,2,24,4,0,2760,1,2,2,2,1,4,3,26,1,2,2,3,2,1,1
0,4,36,2,0,1948,1,3,2,2,1,2,4,30,3,2,1,3,1,2,1
1,2,25,2,1,2824,2,5,3,3,1,4,3,52,3,2,1,3,1,2,1
0,2,18,4,2,2740,3,4,3,3,1,3,3,38,3,2,1,4,1,1,1
